agno|fecha_bbdd|codigo_bbdd|grado|cod_reg|nom_reg|cod_pro|nom_pro|cod_com|nom_com|cod_deprov|nom_deprov|nalu_lect2b_com|prom_lect2b_com|dif_lect2b_com|sigdif_lect2b_com
2015|20160908|"final20160908v1"|"2b"|2|"ANTOFAGASTA"|3|"TOCOPILLA"|6|"TOCOPILLA"|1|"ANTOFAGASTA"|370|226|-1|0
2015|20160908|"final20160908v1"|"2b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|20|"TOLTÉN"|2|"CAUTÍN SUR"|115|246|7|0
2015|20160908|"final20160908v1"|"2b"|8|"BIOBÍO"|1|"CONCEPCIÓN"|33|"TOMÉ"|3|"CONCEPCIÓN"|623|256|-6|0
2015|20160908|"final20160908v1"|"2b"|12|"MAGALLANES Y DE LA ANTÁRTICA CHILENA"|4|"ÚLTIMA ESPERANZA"|11|"TORRES DEL PAINE"|1|"MAGALLANES"|2|211||
2015|20160908|"final20160908v1"|"2b"|11|"AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO"|3|"CAPITAN PRAT"|10|"TORTEL"|1|"COYHAIQUE"|12|228|-50|-1
2015|20160908|"final20160908v1"|"2b"|9|"LA ARAUCANÍA"|2|"MALLECO"|31|"TRAIGUÉN"|3|"MALLECO"|225|248|-11|-1
2015|20160908|"final20160908v1"|"2b"|8|"BIOBÍO"|4|"ÑUBLE"|52|"TREGUACO"|4|"ÑUBLE"|36|245|-17|-1
2015|20160908|"final20160908v1"|"2b"|8|"BIOBÍO"|3|"BIOBÍO"|20|"TUCAPEL"|2|"BIOBÍO"|192|244|-4|0
2015|20160908|"final20160908v1"|"2b"|14|"LOS RÍOS"|1|"VALDIVIA"|12|"VALDIVIA"|2|"VALDIVIA"|1864|259|-5|0
2015|20160908|"final20160908v1"|"2b"|3|"ATACAMA"|3|"HUASCO"|9|"VALLENAR"|2|"HUASCO"|729|252|-6|0
2015|20160908|"final20160908v1"|"2b"|5|"VALPARAÍSO"|1|"VALPARAÍSO"|36|"VALPARAÍSO"|4|"VALPARAÍSO"|3123|245|-4|0
2015|20160908|"final20160908v1"|"2b"|7|"MAULE"|3|"CURICÓ"|12|"VICHUQUÉN"|2|"CURICÓ"|56|255|9|0
2015|20160908|"final20160908v1"|"2b"|9|"LA ARAUCANÍA"|2|"MALLECO"|32|"VICTORIA"|3|"MALLECO"|402|249|1|0
2015|20160908|"final20160908v1"|"2b"|4|"COQUIMBO"|1|"ELQUI"|10|"VICUÑA"|2|"ELQUI"|346|239|-7|0
2015|20160908|"final20160908v1"|"2b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|11|"VILCÚN"|1|"CAUTÍN NORTE"|383|246|-1|0
2015|20160908|"final20160908v1"|"2b"|7|"MAULE"|4|"LINARES"|19|"VILLA ALEGRE"|3|"LINARES"|129|227|-8|0
2015|20160908|"final20160908v1"|"2b"|5|"VALPARAÍSO"|8|"MARGA MARGA"|37|"VILLA ALEMANA"|4|"VALPARAÍSO"|1314|252|-3|0
2015|20160908|"final20160908v1"|"2b"|9|"LA ARAUCANÍA"|1|"CAUTÍN"|21|"VILLARRICA"|2|"CAUTÍN SUR"|769|251|-6|0
2015|20160908|"final20160908v1"|"2b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|24|"VITACURA"|4|"SANTIAGO ORIENTE"|1450|293|0|0
2015|20160908|"final20160908v1"|"2b"|5|"VALPARAÍSO"|1|"VALPARAÍSO"|38|"VIÑA DEL MAR"|4|"VALPARAÍSO"|3582|256|-2|0
2015|20160908|"final20160908v1"|"2b"|7|"MAULE"|4|"LINARES"|20|"YERBAS BUENAS"|3|"LINARES"|133|250|1|0
2015|20160908|"final20160908v1"|"2b"|8|"BIOBÍO"|3|"BIOBÍO"|21|"YUMBEL"|2|"BIOBÍO"|235|240|-10|-1
2015|20160908|"final20160908v1"|"2b"|8|"BIOBÍO"|4|"ÑUBLE"|53|"YUNGAY"|4|"ÑUBLE"|215|262|5|0
2015|20160908|"final20160908v1"|"2b"|5|"VALPARAÍSO"|4|"PETORCA"|12|"ZAPALLAR"|1|"QUILLOTA - PETORCA"|82|248|-5|0
2015|20160908|"final20160908v1"|"2b"|8|"BIOBÍO"|4|"ÑUBLE"|54|"ÑIQUÉN"|4|"ÑUBLE"|110|258|7|0
2015|20160908|"final20160908v1"|"2b"|13|"METROPOLITANA DE SANTIAGO"|1|"SANTIAGO"|25|"ÑUÑOA"|4|"SANTIAGO ORIENTE"|1923|272|-3|0
